title,year,clean_title,appearance_count,tmdb_id,tmdb_title,release_date,directors,cast,genres,original_language,overview,vote_average,vote_count,popularity,directors_main,directors_other,cast_main,cast_other
The Interview,2014.0,interview,187,228967.0,The Interview,2014-12-25,"['Evan Goldberg', 'Seth Rogen']","['James Franco', 'Seth Rogen', 'Lizzy Caplan', 'Randall Park', 'Diana Bang', 'Timothy Simons', 'Reese Alexander', 'James Yi', 'Paul Bae', 'Geoff Gustafson']","['Action', 'Comedy']",en,"Dave Skylark and his producer Aaron Rapaport run the celebrity tabloid show ""Skylark Tonight"". When they land an interview with a surprise fan, North Korean dictator Kim Jong-un, they are recruited by the CIA to turn their trip to Pyongyang into an assassination mission.",6.186,5953,7.035,[],"['Evan Goldberg', 'Seth Rogen']","['James Franco', 'Seth Rogen', 'Lizzy Caplan', 'Randall Park', 'Timothy Simons', 'Reese Alexander']","['Diana Bang', 'James Yi', 'Paul Bae', 'Geoff Gustafson']"
Breakfast at Tiffany's,,breakfast at tiffanys,186,164.0,Breakfast at Tiffany's,1961-10-06,['Blake Edwards'],"['Audrey Hepburn', 'George Peppard', 'Patricia Neal', 'Buddy Ebsen', 'Martin Balsam', 'José Luis de Vilallonga', 'John McGiver', 'Dorothy Whitney', 'Stanley Adams', 'Elvia Allman']","['Comedy', 'Romance', 'Drama']",en,"Holly Golightly is an eccentric New York City playgirl determined to marry a Brazilian millionaire. But when young writer Paul Varjak moves into her apartment building, her past threatens to get in their way.",7.642,4292,4.3616,['Blake Edwards'],[],"['Audrey Hepburn', 'George Peppard', 'Patricia Neal', 'Buddy Ebsen', 'Martin Balsam', 'José Luis de Vilallonga', 'John McGiver', 'Stanley Adams', 'Elvia Allman']",['Dorothy Whitney']
Christine,1983.0,christine,186,8769.0,Christine,1983-12-09,['John Carpenter'],"['Keith Gordon', 'John Stockwell', 'Alexandra Paul', 'Robert Prosky', 'Harry Dean Stanton', 'Christine Belford', 'Roberts Blossom', 'William Ostrander', 'David Spielberg', 'Malcolm Danare']",['Horror'],en,"Nerdy high schooler Arnie Cunningham falls for Christine, a rusty 1958 Plymouth Fury, and becomes obsessed with restoring the classic automobile to her former glory. As the car changes, so does Arnie, whose newfound confidence turns to arrogance behind the wheel of his exotic beauty. Arnie's girlfriend Leigh and best friend Dennis reach out to him, only to be met by a Fury like no other.",6.9,2071,3.8313,['John Carpenter'],[],"['John Stockwell', 'Alexandra Paul', 'Robert Prosky', 'Harry Dean Stanton', 'Roberts Blossom']","['Keith Gordon', 'Christine Belford', 'William Ostrander', 'David Spielberg', 'Malcolm Danare']"
Tarzan,,tarzan,186,37135.0,Tarzan,1999-06-18,"['Chris Buck', 'Kevin Lima']","['Tony Goldwyn', 'Minnie Driver', 'Glenn Close', 'Alex D. Linz', ""Rosie O'Donnell"", 'Brian Blessed', 'Nigel Hawthorne', 'Lance Henriksen', 'Wayne Knight', 'Taylor Dempsey']","['Family', 'Adventure', 'Animation', 'Drama']",en,"Tarzan was a small orphan who was raised by an ape named Kala since he was a child. He believed that this was his family, but on an expedition Jane Porter is rescued by Tarzan. He then finds out that he's human. Now Tarzan must make the decision as to which family he should belong to...",7.4,7001,8.4239,"['Chris Buck', 'Kevin Lima']",[],"['Tony Goldwyn', 'Minnie Driver', 'Glenn Close', 'Alex D. Linz', ""Rosie O'Donnell"", 'Brian Blessed', 'Nigel Hawthorne', 'Lance Henriksen', 'Wayne Knight']",['Taylor Dempsey']
The Jungle Book,,jungle book,186,278927.0,The Jungle Book,2016-04-07,['Jon Favreau'],"['Neel Sethi', 'Bill Murray', 'Ben Kingsley', 'Idris Elba', 'Scarlett Johansson', 'Christopher Walken', ""Lupita Nyong'o"", 'Giancarlo Esposito', 'Garry Shandling', 'Emjay Anthony']","['Family', 'Adventure', 'Drama', 'Fantasy', 'Animation']",en,"A man-cub named Mowgli fostered by wolves. After a threat from the tiger Shere Khan, Mowgli is forced to flee the jungle, by which he embarks on a journey of self discovery with the help of the panther, Bagheera and the free-spirited bear, Baloo.",6.863,8217,7.7335,['Jon Favreau'],[],"['Bill Murray', 'Ben Kingsley', 'Idris Elba', 'Scarlett Johansson', 'Christopher Walken', ""Lupita Nyong'o"", 'Giancarlo Esposito', 'Garry Shandling', 'Emjay Anthony']",['Neel Sethi']
Hairspray,2007.0,hairspray,185,2976.0,Hairspray,2007-07-19,['Adam Shankman'],"['Nikki Blonsky', 'John Travolta', 'Michelle Pfeiffer', 'Christopher Walken', 'Amanda Bynes', 'James Marsden', 'Queen Latifah', 'Brittany Snow', 'Zac Efron', 'Elijah Kelley']","['Comedy', 'Romance', 'Drama']",en,"Pleasantly plump teenager Tracy Turnblad auditions to be on Baltimore's most popular dance show - The Corny Collins Show - and lands a prime spot. Through her newfound fame, she becomes determined to help her friends and end the racial segregation that has been a staple of the show.",6.668,2533,3.5068,['Adam Shankman'],[],"['Nikki Blonsky', 'John Travolta', 'Michelle Pfeiffer', 'Christopher Walken', 'Amanda Bynes', 'James Marsden', 'Queen Latifah', 'Brittany Snow', 'Zac Efron']",['Elijah Kelley']
Kiss Kiss Bang Bang,2005.0,kiss kiss bang bang,185,5236.0,Kiss Kiss Bang Bang,2005-09-14,['Shane Black'],"['Robert Downey Jr.', 'Val Kilmer', 'Michelle Monaghan', 'Corbin Bernsen', 'Dash Mihok', 'Larry Miller', 'Rockmond Dunbar', 'Shannyn Sossamon', 'Angela Lindvall', 'Indio Falconer Downey']","['Comedy', 'Crime', 'Mystery', 'Thriller']",en,A petty thief posing as an actor is brought to Los Angeles for an unlikely audition and finds himself in the middle of a murder investigation along with his high school dream girl and a detective who's been training him for his upcoming role...,7.166,2811,1.813,['Shane Black'],[],"['Robert Downey Jr.', 'Val Kilmer', 'Michelle Monaghan', 'Corbin Bernsen', 'Dash Mihok', 'Larry Miller', 'Rockmond Dunbar', 'Shannyn Sossamon']","['Angela Lindvall', 'Indio Falconer Downey']"
Long Shot,2019.0,long shot,185,459992.0,Long Shot,2019-05-02,['Jonathan Levine'],"['Charlize Theron', 'Seth Rogen', ""O'Shea Jackson Jr."", 'June Diane Raphael', 'Ravi Patel', 'Andy Serkis', 'Bob Odenkirk', 'Alexander Skarsgård', 'Tristan D. Lalla', 'Braxton Herda']","['Comedy', 'Romance']",en,"Journalist Fred Flarsky reunites with his childhood crush, Charlotte Field, now one of the most influential women in the world. As she prepares to make a run for the Presidency, Charlotte hires Fred as her speechwriter — much to the dismay of her trusted advisers.",6.725,2753,1.6804,['Jonathan Levine'],[],"['Charlize Theron', 'Seth Rogen', ""O'Shea Jackson Jr."", 'June Diane Raphael', 'Ravi Patel', 'Andy Serkis', 'Bob Odenkirk', 'Alexander Skarsgård']","['Tristan D. Lalla', 'Braxton Herda']"
Thanksgiving,2023.0,thanksgiving,185,1071215.0,Thanksgiving,2023-11-16,['Eli Roth'],"['Patrick Dempsey', 'Nell Verlaque', 'Addison Rae', 'Ty Olsson', 'Gina Gershon', 'Lynne Griffin', 'Karen Cliche', 'Rick Hoffman', 'Derek McGrath', 'Katherine Trowell']","['Horror', 'Mystery']",en,"After a Black Friday riot ends in tragedy, a mysterious Thanksgiving-inspired killer terrorizes Plymouth, Massachusetts - the birthplace of the holiday. Picking off residents one by one, what begins as random revenge killings are soon revealed to be part of a larger, sinister holiday plan.",6.5,1384,5.498,['Eli Roth'],[],"['Patrick Dempsey', 'Ty Olsson', 'Gina Gershon', 'Lynne Griffin']","['Nell Verlaque', 'Addison Rae', 'Karen Cliche', 'Rick Hoffman', 'Derek McGrath', 'Katherine Trowell']"
Cuckoo,2024.0,cuckoo,184,869291.0,Cuckoo,2024-02-16,['Tilman Singer'],"['Hunter Schafer', 'Jan Bluthardt', 'Marton Csokas', 'Jessica Henwick', 'Dan Stevens', 'Mila Lieu', 'Greta Fernández', 'Proschat Madani', 'Astrid Bergès-Frisbey', 'Konrad Singer']","['Horror', 'Mystery', 'Thriller']",en,"After reluctantly moving to the German Alps with her father and his new family, Gretchen discovers that their new town hides sinister secrets, as she's plagued by strange noises and frightening visions of a woman pursuing her.",5.8,376,3.6841,[],['Tilman Singer'],"['Marton Csokas', 'Jessica Henwick', 'Dan Stevens']","['Hunter Schafer', 'Jan Bluthardt', 'Mila Lieu', 'Greta Fernández', 'Proschat Madani', 'Astrid Bergès-Frisbey', 'Konrad Singer']"
Uncharted,2022.0,uncharted,184,335787.0,Uncharted,2022-02-10,['Ruben Fleischer'],"['Tom Holland', 'Mark Wahlberg', 'Sophia Ali', 'Tati Gabrielle', 'Antonio Banderas', 'Steven Waddington', 'Rudy Pankow', 'Tiernan Jones', 'Pingi Moli', 'Jesús Evita']","['Action', 'Adventure']",en,"A young street-smart, Nathan Drake and his wisecracking partner Victor “Sully” Sullivan embark on a dangerous pursuit of “the greatest treasure never found” while also tracking clues that may lead to Nathan’s long-lost brother.",6.906,6350,9.8706,['Ruben Fleischer'],[],"['Tom Holland', 'Mark Wahlberg', 'Antonio Banderas', 'Steven Waddington']","['Sophia Ali', 'Tati Gabrielle', 'Rudy Pankow', 'Tiernan Jones', 'Pingi Moli', 'Jesús Evita']"
Cinderella,2015.0,cinderella,183,150689.0,Cinderella,2015-03-06,['Kenneth Branagh'],"['Lily James', 'Cate Blanchett', 'Richard Madden', 'Stellan Skarsgård', 'Holliday Grainger', 'Sophie McShera', 'Derek Jacobi', 'Helena Bonham Carter', 'Nonso Anozie', 'Ben Chaplin']","['Romance', 'Fantasy', 'Family', 'Drama']",en,"When her father unexpectedly passes away, young Ella finds herself at the mercy of her cruel stepmother and her daughters. Never one to give up hope, Ella's fortunes begin to change after meeting a dashing stranger in the woods.",6.826,7191,10.9387,['Kenneth Branagh'],[],"['Lily James', 'Cate Blanchett', 'Richard Madden', 'Stellan Skarsgård', 'Holliday Grainger', 'Derek Jacobi', 'Helena Bonham Carter', 'Nonso Anozie', 'Ben Chaplin']",['Sophie McShera']
Passengers,2016.0,passengers,183,274870.0,Passengers,2016-12-21,['Morten Tyldum'],"['Jennifer Lawrence', 'Chris Pratt', 'Michael Sheen', 'Laurence Fishburne', 'Andy García', 'Vince Foster', 'Kara Flowers', 'Conor Brophy', 'Julee Cerda', 'Aurora Perrineau']","['Drama', 'Romance', 'Science Fiction']",en,"A spacecraft traveling to a distant colony planet and transporting thousands of people has a malfunction in its sleep chambers. As a result, two passengers are awakened 90 years early.",6.954,13643,8.0706,['Morten Tyldum'],[],"['Jennifer Lawrence', 'Chris Pratt', 'Michael Sheen', 'Laurence Fishburne', 'Andy García', 'Aurora Perrineau']","['Vince Foster', 'Kara Flowers', 'Conor Brophy', 'Julee Cerda']"
Cold War,2018.0,cold war,182,517104.0,Cold War,2017-11-19,['J. Wilder Konschak'],"['Michael Blaiklock', 'Rammel Chan', 'Scarlett Harper', 'Antoine McKay', 'Antoine Pierre', 'Gail Rastorfer', 'Deanna Reed-Foster', 'Sara Sevigny', 'Shirl Shang', 'Madeline Walter']","['Comedy', 'Romance']",en,"When a young couple gets the dreaded raccoon flu just days after moving in together, a harmless little cold quickly turns into all-out war.",7.3,10,0.175,[],['J. Wilder Konschak'],[],"['Michael Blaiklock', 'Rammel Chan', 'Scarlett Harper', 'Antoine McKay', 'Antoine Pierre', 'Gail Rastorfer', 'Deanna Reed-Foster', 'Sara Sevigny', 'Shirl Shang', 'Madeline Walter']"
Lightyear,2022.0,lightyear,182,718789.0,Lightyear,2022-06-15,['Angus MacLane'],"['Chris Evans', 'Keke Palmer', 'Peter Sohn', 'Taika Waititi', 'Dale Soules', 'James Brolin', 'Uzo Aduba', 'Mary McDonald-Lewis', 'Isiah Whitlock, Jr.', 'Angus MacLane']","['Animation', 'Science Fiction', 'Family', 'Adventure']",en,Legendary Space Ranger Buzz Lightyear embarks on an intergalactic adventure alongside a group of ambitious recruits and his robot companion Sox.,6.9,3596,4.4946,['Angus MacLane'],[],"['Chris Evans', 'Keke Palmer', 'Peter Sohn', 'Taika Waititi', 'James Brolin', 'Uzo Aduba', 'Isiah Whitlock, Jr.', 'Angus MacLane']","['Dale Soules', 'Mary McDonald-Lewis']"
Mean Girls,2024.0,mean girls,182,10625.0,Mean Girls,2004-04-30,['Mark Waters'],"['Lindsay Lohan', 'Rachel McAdams', 'Lizzy Caplan', 'Lacey Chabert', 'Amanda Seyfried', 'Daniel Franzese', 'Jonathan Bennett', 'Rajiv Surendra', 'Tina Fey', 'Tim Meadows']","['Drama', 'Comedy']",en,"Cady Heron is a hit with The Plastics, the A-list girl clique at her new school, until she makes the mistake of falling for Aaron Samuels, the ex-boyfriend of alpha Plastic Regina George.",7.2,9077,13.6462,['Mark Waters'],[],"['Lindsay Lohan', 'Rachel McAdams', 'Lizzy Caplan', 'Lacey Chabert', 'Amanda Seyfried', 'Daniel Franzese', 'Jonathan Bennett', 'Tina Fey', 'Tim Meadows']",['Rajiv Surendra']
The Cabinet of Dr. Caligari,1920.0,cabinet of dr caligari,182,234.0,The Cabinet of Dr. Caligari,1920-02-27,['Robert Wiene'],"['Werner Krauss', 'Conrad Veidt', 'Friedrich Fehér', 'Lil Dagover', 'Hans Heinrich von Twardowski', 'Rudolf Lettinger', 'Henri Peters-Arnolds', 'Rudolf Klein-Rogge', 'Hans Lanser-Rudolf', 'Ludwig Rex']","['Drama', 'Horror', 'Thriller', 'Crime']",de,"Francis, a young man, recalls in his memory the horrible experiences he and his fiancée Jane recently went through. Francis and his friend Alan visit The Cabinet of Dr. Caligari, an exhibit where the mysterious doctor shows the somnambulist Cesare, and awakens him for some moments from his death-like sleep.",7.93,1664,3.2892,['Robert Wiene'],[],"['Conrad Veidt', 'Lil Dagover', 'Hans Heinrich von Twardowski', 'Rudolf Lettinger', 'Rudolf Klein-Rogge']","['Werner Krauss', 'Friedrich Fehér', 'Henri Peters-Arnolds', 'Hans Lanser-Rudolf', 'Ludwig Rex']"
Tully,2018.0,tully,182,400579.0,Tully,2018-05-04,['Jason Reitman'],"['Charlize Theron', 'Mackenzie Davis', 'Ron Livingston', 'Mark Duplass', 'Asher Miles Fallica', 'Lia Frankland', 'Elaine Tan', 'Gameela Wright', 'Tattiawna Jones', 'Stormy Ent']","['Comedy', 'Drama']",en,"Marlo, a mother of three, including a newborn, is gifted a night nanny by her brother. Hesitant at first, she quickly forms a bond with the thoughtful, surprising, and sometimes challenging nanny named Tully.",6.765,1462,2.4018,['Jason Reitman'],[],"['Charlize Theron', 'Mackenzie Davis', 'Ron Livingston', 'Mark Duplass']","['Asher Miles Fallica', 'Lia Frankland', 'Elaine Tan', 'Gameela Wright', 'Tattiawna Jones', 'Stormy Ent']"
The Apprentice,2024.0,apprentice,181,1182047.0,The Apprentice,2024-10-09,['Ali Abbasi'],"['Sebastian Stan', 'Jeremy Strong', 'Martin Donovan', 'Maria Bakalova', 'Catherine McNally', 'Charlie Carrick', 'Ben Sullivan', 'Mark Rendall', 'Joe Pingue', 'Ron Lea']","['History', 'Drama']",en,"A young Donald Trump, eager to make his name as a hungry scion of a wealthy family in 1970s New York, comes under the spell of Roy Cohn, the cutthroat attorney who would help create the Donald Trump we know today. Cohn sees in Trump the perfect protégé—someone with raw ambition, a hunger for success, and a willingness to do whatever it takes to win.",6.903,710,4.5033,['Ali Abbasi'],[],"['Sebastian Stan', 'Jeremy Strong', 'Martin Donovan', 'Maria Bakalova', 'Ben Sullivan', 'Mark Rendall', 'Joe Pingue', 'Ron Lea']","['Catherine McNally', 'Charlie Carrick']"
The Gray Man,2022.0,gray man,181,725201.0,The Gray Man,2022-07-13,"['Joe Russo', 'Anthony Russo']","['Ryan Gosling', 'Chris Evans', 'Ana de Armas', 'Billy Bob Thornton', 'Jessica Henwick', 'Dhanush', 'Alfre Woodard', 'Regé-Jean Page', 'Wagner Moura', 'Julia Butters']","['Action', 'Thriller']",en,"When a shadowy CIA agent uncovers damning agency secrets, he's hunted across the globe by a sociopathic rogue operative who's put a bounty on his head.",6.942,3878,5.1942,"['Joe Russo', 'Anthony Russo']",[],"['Ryan Gosling', 'Chris Evans', 'Ana de Armas', 'Billy Bob Thornton', 'Jessica Henwick', 'Dhanush', 'Alfre Woodard', 'Wagner Moura']","['Regé-Jean Page', 'Julia Butters']"
The Little Mermaid,2023.0,little mermaid,181,447277.0,The Little Mermaid,2023-05-18,['Rob Marshall'],"['Halle Bailey', 'Jonah Hauer-King', 'Melissa McCarthy', 'Javier Bardem', 'Noma Dumezweni', 'Art Malik', 'Daveed Diggs', 'Jacob Tremblay', 'Awkwafina', 'Jessica Alexander']","['Adventure', 'Family', 'Fantasy', 'Romance']",en,"The youngest of King Triton’s daughters, and the most defiant, Ariel longs to find out more about the world beyond the sea, and while visiting the surface, falls for the dashing Prince Eric. With mermaids forbidden to interact with humans, Ariel makes a deal with the evil sea witch, Ursula, which gives her a chance to experience life on land, but ultimately places her life – and her father’s crown – in jeopardy.",6.3,3104,8.3927,['Rob Marshall'],[],"['Halle Bailey', 'Jonah Hauer-King', 'Melissa McCarthy', 'Javier Bardem', 'Noma Dumezweni', 'Art Malik', 'Daveed Diggs', 'Jacob Tremblay', 'Awkwafina', 'Jessica Alexander']",[]
The Raid,2011.0,raid,181,85.0,Raiders of the Lost Ark,1981-06-12,['Steven Spielberg'],"['Harrison Ford', 'Karen Allen', 'Paul Freeman', 'John Rhys-Davies', 'Ronald Lacey', 'Wolf Kahler', 'Anthony Higgins', 'Denholm Elliott', 'Alfred Molina', 'Vic Tablian']","['Adventure', 'Action']",en,"When Dr. Indiana Jones – the tweed-suited professor who just happens to be a celebrated archaeologist – is hired by the government to locate the legendary Ark of the Covenant, he finds himself up against the entire Nazi regime.",7.9,12975,14.6684,['Steven Spielberg'],[],"['Harrison Ford', 'Karen Allen', 'Paul Freeman', 'John Rhys-Davies', 'Ronald Lacey', 'Anthony Higgins', 'Denholm Elliott', 'Alfred Molina']","['Wolf Kahler', 'Vic Tablian']"
Waves,2019.0,waves,180,533444.0,Waves,2019-11-15,['Trey Edward Shults'],"['Kelvin Harrison, Jr.', 'Taylor Russell', 'Renée Elise Goldsberry', 'Sterling K. Brown', 'Lucas Hedges', 'Alexa Demie', 'Neal Huff', 'Clifton Collins Jr.', 'Krisha Fairchild', 'Ruben E. A. Brown']","['Romance', 'Drama']",en,A controlling father’s attempts to ensure that his two children succeed in high school backfire after his son experiences a career-ending sports injury. Their familial bonds are eventually placed under severe strain by an unexpected tragedy.,7.374,757,4.4582,['Trey Edward Shults'],[],"['Kelvin Harrison, Jr.', 'Taylor Russell', 'Renée Elise Goldsberry', 'Sterling K. Brown', 'Lucas Hedges', 'Alexa Demie', 'Neal Huff', 'Clifton Collins Jr.']","['Krisha Fairchild', 'Ruben E. A. Brown']"
Into the Woods,2014.0,into woods,179,224141.0,Into the Woods,2014-12-24,['Rob Marshall'],"['Anna Kendrick', 'Meryl Streep', 'James Corden', 'Emily Blunt', 'Daniel Huttlestone', 'Lilla Crawford', 'Chris Pine', 'Johnny Depp', 'Christine Baranski', 'Tammy Blanchard']","['Fantasy', 'Comedy']",en,"In a woods filled with magic and fairy tale characters, a baker and his wife set out to end the curse put on them by their neighbor, a spiteful witch.",5.756,4296,2.2372,['Rob Marshall'],[],"['Anna Kendrick', 'Meryl Streep', 'James Corden', 'Emily Blunt', 'Chris Pine', 'Johnny Depp', 'Christine Baranski', 'Tammy Blanchard']","['Daniel Huttlestone', 'Lilla Crawford']"
Paprika,2006.0,paprika,179,4977.0,Paprika,2006-10-01,['Satoshi Kon'],"['Megumi Hayashibara', 'Tohru Emori', 'Katsunosuke Hori', 'Toru Furuya', 'Akio Otsuka', 'Koichi Yamadera', 'Hideyuki Tanaka', 'Satoshi Kon', 'Yasutaka Tsutsui', 'Satomi Korogi']","['Animation', 'Science Fiction', 'Thriller']",ja,"When a machine that allows therapists to enter their patient's dreams is stolen, all hell breaks loose. Only a young female therapist can stop it and recover it before damage is done: Paprika.",7.8,2611,4.8099,['Satoshi Kon'],[],"['Megumi Hayashibara', 'Akio Otsuka', 'Koichi Yamadera', 'Hideyuki Tanaka', 'Satomi Korogi']","['Tohru Emori', 'Katsunosuke Hori', 'Toru Furuya', 'Satoshi Kon', 'Yasutaka Tsutsui']"
